Colistin_0.8ugml,Gentamycin_0.8ugml,Gentamycin_4ugml,Gentamycin_8ugml,Imipenem_0.1ugml,LB_,LBBlood_5.,LBUrine_5.,ethanol_5.,pH_8,pH_9
4687.5,3620.5,4574,3341,3643,3898,3439,4108.5,2851,3313,3100.5
1375.5,1909.5,0,1907.5,2201.5,1929,1210,1700,1322,1108,1404
1119,0,0,0,1740,1397.5,3086,2357,1643.5,2940,953
3136,1910,2724,2851,2637.5,2698,2556,2850,1937.5,2116,1086.5
1659,2193,2303,2367,2095,2183,1541,1750.5,1496,1493,1694
3438,3850,840,739,3084,3184,2219,2713,2821,2643,2328
3095,3635,2950,912.5,2716,2887,2345.5,2789,2396.5,2663,2161
6151,3372.5,1348.5,1406.5,6005.5,4849.5,5463,5024,5250,4145,3634.5
2495.5,4839.5,2365,1150,3155,4108,2640,3881,2817,2326,1969
4650.5,3733.5,1424,624,3460.5,3302,3121.5,3508,2636,2774,2208.5
3679,3898,4163.5,3994.5,4841.5,2574,3226,2606,2356,2268,1450.5
3335,4184,1244,0,3366.5,2649,2957.5,3054,1872,2497,1260
3864.5,4515,4703.5,4664,2731,3131,2770,2852.5,2313,2066,1934
3253.5,3363,3898,3697.5,2990.5,2490,2831,2549.5,2102.5,2083,1553
2760.5,3519.5,3167,1274,2432,2818,2181,2725,2309,1937,1866.5
0,538.5,0,0,1198,2846.5,4169.5,3258,3892,2927,1647.5
4783,3777,1069,963.5,4415,3316,3219,3297,2848,2844,2622
5461.5,5735.5,5486.5,5555,5570,4038.5,5115.5,3782,4063.5,2986,2933
2470.5,3481.5,3039,1653,2178.5,2084,2442,2000,975,1704,294.5
1284,1363.5,401,655,1090.5,1375,1341,1456,1114,1222,798.5
2046,2267.5,2472,2504,1756.5,1978,1582.5,1822,1865,1648,2435
1012,348.5,0,0,424,2941,2664,1666.5,3545,2940,1010
3200.5,4234.5,4987,4816,2658,2581,3003,2509,2160,2186,1747
2688,2985,0,2267.5,2119,2315,2004.5,2313,1726,2083,1388
3031,3951,4011,4398,2562.5,2880,2429,2811,2296.5,2131,1892
2041.5,2784.5,2599,2495,1716,2107,1696,1941,1720,1704,2589
3669,3680,1509,585.5,3387.5,3401,2965.5,3205,2753,3336,2588.5
4406,4737,4667,4554,3407.5,3039,3147.5,3439,2698,2964,2466
2224.5,3593.5,3685,4164,1856.5,2204,2173,2498,1792.5,1731,1702.5
2944,4270,4156,4495.5,3297.5,2878,2879,2542,2492,2020,2554
3418.5,1192,345.5,1094,3215,3055,3325,2541,2808,2485,1460.5
2349,2824,3212,3944,1582.5,1547.5,1913,2121,1410,1690,822.5
1376.5,1812.5,479,437.5,2060.5,2704,1924,2536,1610,1900,1443.5
3995,4110,4721,4577,3810,3159,3485,3109,2656,2863,2210.5
2001.5,2838,3212,2576,2717,2401,2539,1786,1803.5,2775,1874
5049,4101.5,0,2013.5,4011.5,2549,3300,2383,2389,2360,1846
3232.5,2696.5,0,0,3164.5,3787,3479,2846,3603,2986,2454
4640,4614.5,5805,4742,4416,2951,3590,2927,2747,3007,2346
4440,3171,1227.5,1617,4407,2959,3347,2952,2775,2473,2269
4396,3087,907,1109,4004.5,3171,3156.5,3249,2774.5,2686,2381.5
3808,3793,4369,4184,3489,3166,3190.5,3249,2843,2639,2447
4259.5,4295,5145.5,4482,4016.5,3222,3781,3220,3181,2832,2643
2841.5,3819.5,4801.5,4674.5,2492.5,3049,2881.5,2712,2397,2470,2121
3398,2980.5,5513,3144,3603,4697.5,4591,4167,3314,4181,3670.5
2821.5,3538,3554,3600,3790,3208,3214.5,3783,2366,2475,2297.5
4168.5,4391,4727,4753.5,3235,3006,3202,3069.5,2656,2419,2057
2144,3028,3177,3492,2520,2369,1772.5,1995,722,711,909.5
3314,2546,3748,3022,3030,2987,3539,3101,3737,3409,2790
2623,3430.5,3664,4393,2781,2900.5,2576.5,3021,2501.5,2323,2012
3539.5,3955,3132,1065.5,2700,2631,2664.5,2464,2360,2020,1788
3146.5,3939.5,3559,3252,2507,2825,1991.5,2541,2125,1847,1766
1260,2288.5,2890,2247,2414,2333,2260,1990,1561,1120,1418
5116,5591,5197,4974,3690.5,3681,3528,3150,2719,3054,1938
3799,4280,4726,4103,3417,3619,3540.5,3650,2806,2813,2386
3431.5,3935.5,4519,4228,2922.5,2814,2931.5,2753.5,2273.5,2420,1929
4739.5,4125,4234.5,2614,4439,3373,3631.5,3140,3251,3389,3046.5
4322,4552.5,2316,1037,4020.5,3521,3844,3501,3271,2902,2580.5
7537,7328,6051,3897,6664,5285,6470.5,5169,6337,4782,3535.5
3393,4444.5,4405,4418,2237,2464,2261,2684,1799,2180,1977.5
2963,4047,4640,4753,2401,2817,2873,2542,2259,2825,1578.5
2633,3228,4224,3388,1906,2161,2148,2028,1641,2017,1122
2790.5,3092.5,4405.5,3533.5,2598,2185,1955,2216,2253,1919,1800
635,810,0,462,1516,4229,1116,4316,4265,1832,2480
0,748,0,477,512.5,3303,865.5,3860,749,251,1379
1424,3937,3475,4176,2264.5,2056,2698.5,2829,1868,2956,1290
2496,3860,4285,4438,2184.5,2359,2594.5,2477,2037,2027,1632
2456,3949,3760,4234.5,2276.5,2366,2462,2406,1933,2132,1716
3558.5,3913.5,2144,765,2498.5,2335,2165.5,2493,2138.5,1892,1785.5
2406.5,3154.5,3335,3976,2394.5,2522,2285.5,2659,1901,2092,1716
3079.5,3652,4062,4812,3148,4020,3717.5,3892,2711,3166,1750
4581.5,3591,2454.5,3100,4668,3303,3663,3865,3400,3048,2354.5
4759,4960,3561,1473,4122,3063,3127,3170,3299,2358,2334
2201,2825.5,3630,2184,1825.5,2055,1703,2018,1835,1726,1423
2658,3637,3729,4032,2179,2001,1822,2084,1830,1817,1174
6408,5412,7172,6280,5000.5,4724,5507,4556.5,4360,3805,3481
2924.5,3939,3423.5,3102,2055.5,3052,1800.5,2206,1664,1521,1748
4712,3496.5,3671.5,2865,4653,2912,2930,2763,3680,3495,2502
1908.5,3663,3413,3887,1665.5,2054,2284,1959,1806,1814,1706.5
3490.5,3959.5,1565,1558,3119.5,3394,3426,3174.5,2469,3202,2353
5569.5,5113.5,5851,5671,5673,4475.5,4093,4555,4547,3797,3460.5
3513,3347,4043.5,4158.5,2906,2747,3070.5,2374,1899,2404,1156
4397,4458,4409,4435,3746,3513.5,3638,3508.5,2987,2834,2409
0,1169.5,0,0,186,2415,2786.5,1974,0,1127,2378.5
4389.5,4315.5,3801,1832.5,3883.5,3130,2877,2921,2971,2705,2455.5
4446,3898,1780,925.5,4101,3174,3101,3340,2983,2974,2607
3174,1654,0,751,2829,3582,2798,3114,3026,2775,2598.5
1166,837,474.5,447,2446,2684.5,2545,2815,2469,2509,3044
1840.5,2719,2427,3553.5,1765,2253.5,2402,2169,1472,2222,1589
1839,1700.5,843,646,1716,2598,2366,2489,2665,1944,2400
1686.5,2005.5,580,572,2230,2773.5,2773,2432.5,2119,2440,1624
3085,3083,652,791,3721.5,3711,4360,3731.5,3157,3074,2632
3860.5,2634,1680.5,1099.5,4873.5,4219,4217,3991,3891,3924,3509.5
3004,4190.5,4261,4714,2947.5,3678,3270.5,3239,2554,3197,2434
4863.5,4321.5,874,761.5,3526.5,4085.5,3422.5,3946.5,3821,2865,3020.5
2330,2433,1165,894,1988,2793,2653,4533,1849,2492,1748
3170,2868,4559,2994,4309,3896,3384,3593,4090,3058,2521
667,2342,0,0,3417.5,2542,2870.5,3149,2587,1505,1719.5
2579.5,2753,3166,3274,2488,2858,2310,2444,1934,2277,1770
3807,3709,931,817.5,3172.5,3866,3106.5,4136,3113,2665,1499
5616,4973,1083,993,5331.5,3759,4351.5,3943.5,3954,2919,2646
4172,3332.5,4841.5,5202.5,3446,2719,2541,3430,2419,2736,2368.5
4383.5,3502.5,1007,1286.5,3194,2845.5,3011.5,2909,2471,2140,1755
2958.5,3249,2391.5,2759,2645,2425,2431,2720,2138,1876,1867.5
5050,5217.5,4584,5087,2873,2634,3406,3403,2159,2242,2528
3110,3037,3135,2258,2125,2123,1855,2556,1994,1883,1382
5340,4396.5,4507,4059,4912,4205,3263,3420,4266,3188,3113
2211,2819,1601,1440.5,2237.5,2484,1627,2423,2270,2522,1947
1358.5,1325,0,0,1344,1687,1374.5,1943,1179,1378,1185
4106,3910,2193,698,3531,2460,2358,2704,2031,3135,1561.5
3803,3023.5,1088,491,3164.5,3090,2557,2927,2703,3263,2182
3436,4036,1861,1328,3249,3247,2926,3383,2990,2988,2297.5
3410,3984,1909,2082,2645,2972,3022,3098,2498,2506,2129
2537,3096,4103,3639,2037.5,2146,2325.5,2097.5,1838.5,1942,1284.5
3154,1672,4117,2084,3022,2845.5,2990,2779,1687,2685,1575
4520,2463.5,1278,1064,4148,2962,3391.5,2829,2692,2787,2069.5
2684,2253,951,951,3210,3565,2391,3695,2430,2857,2188
4779,4119.5,1841.5,1656.5,4317,3282,3465,3131,3324.5,2792,2256
2370,2447,3243.5,2583,2641,2539.5,2311,2177,2040,2512,1894.5
3831.5,2933,1546,1187,4378.5,3650,3867,3625,2862,2500,1652
1792,2520,865,946.5,2795.5,2862,2491,3041,2465,2400,2329
6502,4912.5,2107,1565,4098.5,3136,3704,3296,3022.5,2862,1900
2873,4067,6372,4858,4458,4094,3450.5,3082,3003,2692,1877.5
1456,2234.5,3147,2352,2315,2608,1965.5,2070,2122,1988,1533
4898.5,3633,1230,1642,4676,3378,4019,3042,3354,3120,2535.5
3172,3450,2739,3418,1735,2835,2408.5,1942,1521,1792,1281
4263.5,3712,931.5,807,3628,3727,3203.5,3589,2988,2463,2441
4027,3118.5,900,911,3714.5,2590,3042,2417.5,2273,2326,2144
1200,1566,1928,2427,1511.5,2096,1932,2044,1739,1767,1287
4458.5,3855,3241,2887,2818,2734,2235,2766,2354,2274,1640
2293,2614.5,0,1011,3275,2580,2171.5,3792,2426,1906,2381.5
1989,3026.5,3302,4097.5,2083,2669.5,2403,2868,1970,2065,1729.5
4087,3456,1898.5,1141,3843,3090,2924,2605,2933,2838,2444.5
3026,3549.5,3715,3617.5,2673,2986,3196,2974,2365,2622,2044
2899,3199,3491,3373,2623.5,3172,2938.5,3212,2604,2529,1924.5
0,1754.5,0,0,923,2642.5,2151,1950.5,765.5,2997,402
3466.5,4484,985.5,903,4898,4391,4104,4588,4573,3987,3336.5
5915.5,3941,2293.5,2262,5524.5,4752,5796,4471,4096,4288,3008.5
1682,3456,3683,3636,2955,2787,2336.5,2485,2100,2035,1419.5
0,723.5,0,708,371,2731,1445,1727,0,2414,821.5
2319.5,2833,3015,2402,2217,2776,1713,2646,1407,1472,1468
3126,2712,0,1345,3732,3937,3498,4837,3751,2518,3134
4181,3971,1597,923,4200,3250.5,3792,3174,3095,2833,2650
1701.5,601.5,2279,2391,1712.5,1966,1748,1623.5,1308,1759,1072
0,235,0,0,671.5,1100,879,1085,414,371,464
3842,4787.5,5991,5840,3218.5,3535,3112,3768,3106,2743,2372.5
0,2649.5,0,1103,3118,2267,3038,3127,1871,2432,1068
3188,2171.5,3685,913,2782.5,2411.5,2022,2035,783,1308,804.5
3072,3564.5,616,737.5,2503.5,2670,2319,2713.5,2243,1858,1998
1944,2347,1016,977,1251,2907,2179,2050,2071,1906,1259
2076.5,3062,573,635,2431,2651,2086,2650,2072.5,2166,1915
698,2351,2736,2284,2915,1991,2210,2126,1454,1807,974.5
762,2628,0,0,2837,2367,2729,2495,1540,1416,341.5
2167.5,243,0,0,4543,3321,2947.5,3899,2867,3983,2375
4032,4384,801.5,750,4113,4603,4619,4471.5,3730,3305,3562.5
0,0,0,0,0,753,0,651,0,0,425
4941,4743.5,4744,828,4805.5,3846,4181.5,3371,3415,3161,3004
4339,4013.5,771.5,781,4827,3475,4215.5,3437,2875.5,3077,2858.5
4126.5,4723,1065,1044,5206.5,4091,4863,4103,4005,3066,3510
4825.5,3239.5,849.5,1309,4439,2937.5,4738.5,2428,3353,3521,1967
2344.5,2422.5,746,723.5,1878.5,2193,1916.5,2308,1789,1749,1497
3898,2652,7363,3447,3649,3881,4313,3869,3748,2768,2653
1454.5,2568,4253,3551,2862.5,3163,3429,2395.5,3020,2299,2773.5
2307.5,1307.5,0,459.5,1206,2262,2684.5,1848,1502,2512,1042.5
3802.5,3669,3563,4042,2953,2741,2944.5,2767,2316,1912,2372
4082,4287,4599,4660,3212,2298,2800.5,2264.5,2166,2072,1905
3614,3893.5,1067,966,3656,3407,3505,3203,2965,2927,2804
3019,3416.5,1491,1276,2235,2845,3096,2692,2237,1938,2052
3215.5,4298,1709,1405,3834,3517,3147.5,3432,2892,2514,3253.5
2016.5,2594,786,605.5,2924,3325,2898,3354,2987,2856,2533.5
2916,3591.5,2144,802,2546,3055,2528,3152,1903,1983,1343
2731,3159,1996,735,3068,2681.5,2586.5,3080,1907,1886,1237.5
3438.5,3855,1021,916,3228,3692.5,2930.5,3481,2679,2218,2412
3529.5,3446.5,0,0,4136,3016,3424,2617,2331,3694,1587
2505.5,3150.5,4073,4571,2462,2821,2381,2943,2352,2136,1800
0,2733.5,0,0,3224,2953,1049,3363,2509,2692,1723
2488.5,2731.5,838,1138,3535,3373,2738.5,3391,2239,2319,1350
3163.5,3030,981.5,657.5,2900.5,3005.5,2956.5,2532,2423,3088,1886.5
5120,4153.5,1601.5,1310.5,4572.5,3442.5,3407.5,3052,3327,2758,2379
2501,2876.5,2516,2000,1740,2233,1798,2174,1700,1788,1437
4768.5,3959.5,1743,1560.5,4256.5,3415.5,3634.5,2993,3409,3517,2687
2855,3507.5,2854,1846,2237.5,3301,2120.5,3186,1714,1554,1863.5
3922,4337.5,1011,722,3044,2700.5,2958,2864,2470,2494,1737
4578.5,3660,1763,1170,4355.5,3144,3038,2859,2849,2566,1952
5243.5,3489,2598,2104,4348,3639,4464.5,3453.5,3329,3595,2644
4641.5,4040,1327,1374,4149,3272,3229,3286,2847,2808,1862
4758.5,4365,1825,1564.5,4304.5,3339.5,3571,3005,3112,3106,2629
0,3218,0,0,4949,7173,1271.5,8179.5,4561,4502,4826.5
1558.5,1148.5,590.5,514,1064.5,1725.5,1652.5,1636.5,1348,1380,1046.5
3214.5,2867.5,982,323,4112.5,2580.5,3743,2824.5,2791,3146,1675
3430,2950.5,4894,3372,3633.5,3740,3843,3812,3488,3075,3097.5
2069.5,2608,2510,3049,2335,2674,2229,2724,1886,2005,1562
2675,3555.5,888,847,2691.5,3010,2299,2995,2320,2022,1978.5
3661.5,3778,1073,853,2935,3065,2679,3108,2559,2274,2095
2392,2067,1086,1207,2525,2734,2166,2648.5,2071,2235,1818.5
3986,4379,4768.5,4358,2795.5,2661,2532.5,2787,2169.5,1704,1640
1967,2715,1896,2533.5,2243,2551,2019,2619,1900.5,1736,1615
2888.5,1215,0,0,1252,2474,1211,2445,627,2506,0
3030.5,3272,2713,2387,2506.5,2818,2462,2744,2245.5,2002,1826
0,722.5,0,0,1434.5,2495,357,1047,106,129,825
3577.5,3546.5,0,0,2866.5,2753,2648.5,2007,2187,1998,1416.5
2950,2815,1365,2069,2588,3195,2212,2804,2034,2053,1956.5
4263,3913,1389,860,3031.5,3303,2811,2813.5,2796,2645,2134
3681.5,3056,910.5,695,3835,3055,3054,2641,2753.5,3117,2661
5520,4382,1483,1705,5758,3976,5505,3572,4713,3850,2990.5
2223,4120.5,415.5,468,4111,4524,3808.5,4507.5,4038.5,2913,3524.5
0,276.5,0,0,717,1203.5,766,1404.5,868,663,681.5
2560.5,1599.5,1131,1125,1956,1845,2026,1987,1728,1572,1614.5
5492,3190.5,2038.5,2039,4855,3279,4289,3267.5,4047,3491,2133
5644,3634.5,2414,2187,5152,3805,4610.5,3516,4275,3839,2468.5
3066.5,3593.5,1379,1284,2474,2325,2727.5,2157,1996,2262,1783.5
2524,2646.5,907,668.5,2506.5,2397,2093,2464,1995,1626,1469
2737.5,3292,808,777.5,2882.5,2126,2288,2652,1626,1839,957.5
2817.5,3415.5,1002,1098,2986.5,2595.5,3421.5,2331.5,2794,2895,2723.5
5362.5,4343,1587.5,1649.5,4343,3288,4202.5,3074,3062,2874,3187
5178,3591,805,765,4917,3489,4470.5,2805.5,3338,3239,2723.5
5211,4446.5,1010,1255,4631,3744,4360,3630,3310,3390,3112.5
5362.5,4912,1423,1358,5157.5,4467,4797.5,4326,3788.5,3794,3255.5
3599.5,3903.5,3909,3865,3684,3249,3769.5,3186,3069,3133,2732.5
0,0,0,0,186,597.5,107,1187,293,129,167
2420,1624,0,523,3320,3615,3647,3769,3079,3407,2765
0,1104,0,0,1025,1869,1422.5,3586,751.5,694,2349.5
4223,3667.5,1337,1332,3831,3168,2899.5,3052,2777,2708,2317
2535,2715.5,1131.5,621,2721,3329,2858,3219,2630,2543,2349
1198.5,1351.5,0,0,2296,2852,2674,2875,2459,1630,1931
0,192.5,0,0,838.5,1912,915,1594.5,689.5,527,665.5
0,272.5,0,0,752.5,1057,1279,1699,309.5,321,669
2747.5,1791,529,0,2578,2993,2366.5,3963,4465,3254,2489.5
3642,3506,1436,1194,5422,5433,4980.5,5277,5417,3999,4983
374,1881,0,0,3780.5,3799,2801.5,3834,3093,2719,2676.5
2178.5,469,0,0,1292,3060,2478,2678,3654.5,2383,1172.5
0,440.5,0,0,305.5,1550.5,1196.5,1683,550,374,580
1929,3559,3659,4014,2618,2926,2702.5,3160.5,2243,2335,2111
4630,4260,2470,3379,3573,3649,4375.5,4105,3724,1844,3292.5
2652,2730.5,3130,2709,2325.5,2690,2535,2524,2245,1959,1847
3193.5,2658.5,1264.5,1942.5,3854,3808,3940,3836,3448,3162,2940.5
3516,3430,3883,3969,2891,2580,2705,2277.5,2531,2890,1780
4356.5,3845,1764.5,1259,3278.5,2361,3098.5,2976,2005,2756,1052.5
4663.5,3706,0,980,3761,3428,4550.5,4126,4789,3530,3430
0,465,0,0,644,1180,894,1552.5,543.5,510,479
2548,3228,1428,561,2790,3385,3006.5,3444,2879.5,2925,2502
3127,3515.5,769,763,2604,2948,2849,3045,2311,2434,2012
4689,4376.5,1002,750.5,3685,3768,3581,3800,3219.5,3090,2658.5
3465,3472,943,643,3391,3151,2762,2983.5,2524,2544,2107.5
2380.5,1610,920,0,2091.5,3503,3194.5,2423,2214,3135,1791
3666.5,3150,0,0,3627,2590.5,2782,2335,1688,2050,1429
1619,2742,490,600.5,2047,1659,1833,2062,1326,1322,1094.5
3920,3888,1068,1368,2937.5,3190,2930,3020.5,2638,2332,2165.5
1380.5,3377,0,0,3160.5,2825,2505,3372,2315,2204,1827
216,1270,0,0,2318.5,2385,2047.5,2847,959,1879,1021
1104,1792.5,464,0,2237.5,3086,2762.5,2926.5,2687,2786,2319.5
2737,3281,1248,1754.5,2678,2643,2406.5,2427,1541,2128,1309
0,3335,0,1534,3096,2832.5,1009.5,3935,2373,2103,1740
4498,4523,2000,2637,3799.5,4038,3745,3786,2713,2410,1856
0,329,0,0,922,831,146,965,464.5,497,356
3511,2973,918,1200,2509,2483,2513.5,2547,1990,1838,1514
2134,2224,795,964,2772,2774,2149,2569,2194,2186,1870.5
2345.5,1851.5,790,685,2457.5,2823,2324,2562,1838,2122,1676.5
438,716.5,0,0,3984,2185,1750,2258,1622,1370,1193.5
5370,5214,2794,1768.5,4483,4359,3767,4107,3681.5,3500,3214
1779,3333,0,1199,4446.5,3722.5,2987,3928,3354,3612,2738
3518.5,2961,622,649,3344.5,3207,3213,2455,2602,2840,2336.5
3867,3400,1679,1686.5,4030,2990,3100,3135,2587,2588,1899
2050,2624,1152,762.5,2882,2944,2317,2990,2272,2128,1768.5
2891.5,2363,1063.5,375,3628.5,4550,3475.5,4642,3817,3882,3413.5
2717.5,2366.5,0,1053,3544.5,3194.5,2962,3483.5,3352,3297,2505.5
4984.5,4292,1272,1025,4200,2370,3697,2918.5,2440,2375,1929
3150.5,3066,862,514.5,3617,3424,3325.5,2417,2658.5,3057,1851
1996.5,2976.5,609,621,3158,4098,3223.5,3942,3231,2965,2715
2426.5,3090,738,735,3115,2877,2591.5,2887,2168,2073,1088
3555,3947.5,1738,1545,2837,2556,2985,2137.5,2321.5,2050,2408
3775.5,2678,838,501.5,3037,3557,4233.5,3324,2522.5,2941,2943
0,390,0,0,3552.5,4640,2100.5,3756,4418,3906,3201.5
2284,2623,0,670,4353.5,4475.5,3859.5,4159,4116,4040,2991
3268,3369.5,876,740.5,2697,3528,3475.5,3318,2807,2804,2486
2923,4489,6313,5196.5,3239,4020,3941.5,3560.5,3242,2985,3496.5
4062.5,4848.5,5144,4841,3949,3749,3905,3501,3313,2910,2706.5
4070.5,4385,1336.5,956,3816,3081,3667.5,3137,2796,2482,2236
4340.5,5002,2866,1031,3810,3433,3382,3023.5,2620,2513,2385
3361,4468.5,5522,4635,2790.5,2809,3785,2312,2076,2874,2230.5
3043,3885,1474,663,3315.5,4332,3733,3971,3064,3426,3080
2832,3730,766,788,2535,3447,2604,3302,2405.5,2738,2090
0,1184,0,0,1114,1521,1476,1588,731.5,409,1078.5
3178,4046.5,952.5,726,3298,3862,3169,3718,2982,3071,2890
2971,3414,711,698,2382,2950,3144.5,2764,2729,3243,2263
3760,3860,855,733,3111.5,4149.5,3451.5,3880,3237,3284,3112
3085,3765,2255.5,1295,2247.5,2684,3006.5,2385,2333.5,2844,1672
1630,2485,761,1304,2534,3118,2969,3180,2092,2529,1880
1101,2885,1127,913,2478,3282,2839,3128,2079,2833,2035
2713.5,4364,3900,4626.5,2693,3230,2723,3116,2142,2157,1378
3498,4580.5,4424,4564,3154.5,3211,3018,3195,2679,2452,2165
3567,2586,0,0,4048,4720,3774.5,4729,4106,3670,3824.5
3530.5,3008,835,672,3046,2974,2989,3182,2308,2734,2644.5
4248,4196,4593,4628.5,3661,3282,3011.5,3114,2828,2677,1982.5
4477,4234,0,1999,3946,3969,3476,3327,2807,3432,2629.5
1943.5,1543.5,681,936,3398,3981,2647.5,2990.5,2815,1837,2432
0,1132.5,0,0,136.5,460,73.5,678,0,0,0
5496,3710.5,897.5,812,3901,3643,3809.5,3025.5,3170,2459,2539.5
2200.5,3244,3268,3651,2026,2058,1982.5,2386,1835,2193,1880
4755.5,3687,4149,4045,4655,4959,4095,4014,4657,4004,3010.5
3066.5,2988,0,4732,2625,3167,2065,2407,2697,2471,2055
3107,2831,1580,1105,3027,3532,2534,3271,2695,2984,2769
0,0,0,0,1128,1367.5,1170,1868,798,817,776.5
3241,3377,763,1574,2429.5,2640,2383,2556,1958,2259,1364
2544.5,2414,2815.5,3197,1998,2522,2130,2074,1865,1964,1392
1649,1761,1758,2203,1416,1981,1482.5,1739,1542,1520,1126
1856,3052.5,2932,3957,1459.5,2056,1986,2107.5,1595,1818,1175.5
4075,4515.5,2505,2292,3741,3681,3804,3720,3116,3212,2775
2960.5,3369.5,926.5,781,3114.5,3647,3230.5,3677,2656,2663,2494.5
2739,3506,3789,3896.5,2484,2927,2637,2849.5,2310,2447,1948
3490,3953,905,775,3563,2815,2736,2848,1986,1952,1778
387,468.5,0,0,1197,1730,431,1394.5,252,752,258
3064,3286.5,1054,884,3082,3687.5,2988,3502,2605.5,2749,2423
4720,4279,1647,1054.5,4225,2861,2825,3163,2854,2734,1843.5
5622,5638,0,0,4209.5,4639,5225,5339,4273,3682,5143
4696.5,4845,5544.5,5596,3599,3456,3614,3821,3112,3142,2629.5
4705.5,4344,1523,1277,3804,3114,3472,3406,2773,2668,2527.5
4571,4098.5,4292,3545,4498.5,2888,3672,3008,3053,3282,2359.5
3925,3084.5,1327.5,984,3386.5,3038,2521,2974.5,3071,2941,1988
4062.5,4043,2053,943,4223.5,3036,3900,3001,3888,3531,2817
4980,4505,1999,1946,4405.5,3889,4186,3655,3547,3718,2924
3926.5,4556,2370,1255,2885,3130,3272.5,2902,2599,2585,2154.5
4026,4325.5,3727,3505,2829,3993,2695,3207,2692,4070,2300.5
2538.5,3334,1976,662,3146,2704,2558,2178,2618.5,2733,2267
3758,3271,1529,2155,2990,3115,3205.5,3329.5,2430,2356,1058
3221,4057,4063,4507,2700.5,3145,2917.5,3085,2455,2865,2237.5
2098,3931,3270,4324.5,2101.5,2786,2342,2563,1712,1796,1511
5187,4562,1297.5,1426,4606,4090,4001,3923,3566,3270,3032
2644,3341,2838,3357,3501,2588,3263.5,2223,2619,2608,2051.5
3438,4403,3837,1820,3295,3619,3767.5,2882,2538,2774,2743
2672,4016.5,2813,1332,2439,2954,3130,3081,2244,2611,2295
4227,4647,4704,2649,3487,3320,3554,3127,2674.5,2926,2223
4329,4562.5,3078,2097,4450,4325,3876,3855.5,4091,4046,2847.5
4516.5,4402,4788,2917,3961,2664,2730.5,2858,2707,2727,2237
3122.5,3366.5,2634,1947,2257.5,2628,2444.5,3134,2277,2530,2373
0,0,745.5,456,225.5,344.5,0,644,0,0,0
2471,2872.5,3096,3300.5,1969,2584.5,2193.5,2692,1759,2116,1709
2561,3739.5,4377,4686,2763,3310,2751,3235,2611,2700,2324
2033,2845,2314,3041,2556,1696,2107,1639,1999,1968,1644
3069.5,3696,4865,4924,3045,3539,2857,3422,2693,2610,2379.5
1348,1267,806,1799,1388.5,1586,1818.5,1331.5,1388,1348,1154
1521,3028.5,2809,3191,1805,2009,1950.5,1953,1514,1750,1222.5
2755,2342,0,508,2140.5,2848,2565.5,2739,1940,2711,1790
0,572,0,144,799,1301,822,1632.5,0,0,481
5711,4264,0,3638,5361,3994,3928.5,3512.5,4187,4011,3195
1285.5,2032,976,446,2254.5,2802,2375,2721,2220,2293,2063
4594.5,4848.5,5294,4532,4451,3365,4149.5,3242,2392,3229,1951.5
3257,4350,5132,4549.5,2885,2424,2374,2238,1950,2089,1628.5
3749.5,3817.5,3704,4087,3714,3163,3176,3082.5,2840,2568,2318.5
3620,3768,4335,3572,3003.5,2214,2530.5,2040,2225,2340,1673.5
3499,3465,2959,3740,2994.5,2738,3132,2039,2912,3042,1854
2046,3012,2854,3853,1868.5,2766,2752,2826,1453,2901,1743
4702,4826,3623,2142,3937,3487,3738.5,3195.5,3064.5,2969,2203
2823.5,2632,906,487,2517.5,3083,3005.5,2943,2115,3181,2186
2140,3210.5,747,610,2520.5,2911,2817,2861,2121,2216,2011
2577.5,3621.5,4255,4265,2341,2859,2520,2862,2380,2462,2235
3754.5,4534,3802.5,3898,2684.5,2740,2631,2893,2463,2114,2096
6080,5293,1142,1140,6824,5109,6753.5,5182.5,5424,5021,3827
5023.5,4515,3963,4728.5,4358,3070,3501.5,2873,2866,3619,2296
4360,4445.5,4473,5016,3616,3579.5,3863,3538,3167,2879,2455.5
4635,4376.5,4749,4679.5,4522,3834,4099,3506,3246,3625,2798
4531,4462,3545,2526,4218.5,3074,3362,3078,2999,2751,2395
